##########
#Run Name                    = 'example2'
#Number of spin dimensions   = 1
#Number of space dimensions  = 2
#Sidelenth of lattice        = 500
#Random Spins                = False
#Update Algorith             = Metropolis
#Beta Start                  = 1.000000e+00
#Beta End                    = 4.000000e+00
#Beta Step                   = 4.000000e+00
#Max Settle Iterations       = 25000
#Random Seed                 = 0
##########
#Beta        <m>          <E>         
2.634000e+00 5.520000e-04 -2.197376e+00
2.635000e+00 9.920000e-04 -2.196320e+00
2.636000e+00 1.472000e-03 -2.195520e+00
2.637000e+00 3.760000e-04 -2.192160e+00
2.638000e+00 7.200000e-04 -2.190272e+00
2.639000e+00 1.120000e-04 -2.189504e+00
2.640000e+00 4.480000e-04 -2.189120e+00
2.641000e+00 8.800000e-04 -2.189536e+00
2.642000e+00 5.840000e-04 -2.189216e+00
2.643000e+00 7.200000e-05 -2.184512e+00
2.644000e+00 1.704000e-03 -2.184256e+00
2.645000e+00 1.752000e-03 -2.179872e+00
2.646000e+00 1.624000e-03 -2.180288e+00
2.647000e+00 8.640000e-04 -2.176736e+00
2.648000e+00 3.520000e-04 -2.175968e+00
2.649000e+00 3.600000e-04 -2.176544e+00
2.650000e+00 1.200000e-04 -2.176800e+00
2.651000e+00 1.680000e-04 -2.175776e+00
2.652000e+00 5.600000e-04 -2.173984e+00
2.653000e+00 4.800000e-04 -2.170528e+00
2.654000e+00 2.560000e-04 -2.172000e+00
2.655000e+00 5.680000e-04 -2.167296e+00
2.656000e+00 1.200000e-03 -2.163872e+00
2.657000e+00 1.160000e-03 -2.165728e+00
2.658000e+00 1.200000e-03 -2.164576e+00
2.659000e+00 6.800000e-04 -2.164064e+00
2.660000e+00 7.200000e-05 -2.161152e+00
2.661000e+00 7.200000e-05 -2.157632e+00
2.662000e+00 5.600000e-05 -2.156384e+00
2.663000e+00 2.560000e-04 -2.150720e+00
2.664000e+00 2.320000e-04 -2.147968e+00
2.665000e+00 1.680000e-04 -2.144384e+00
2.666000e+00 7.040000e-04 -2.141824e+00
2.667000e+00 3.680000e-04 -2.139840e+00
2.668000e+00 2.480000e-04 -2.132896e+00
2.669000e+00 1.120000e-04 -2.129760e+00
2.670000e+00 2.640000e-04 -2.129504e+00
2.671000e+00 8.800000e-04 -2.128352e+00
2.672000e+00 1.760000e-04 -2.124576e+00
2.673000e+00 3.280000e-04 -2.123680e+00
2.674000e+00 2.880000e-04 -2.124256e+00
2.675000e+00 6.720000e-04 -2.122016e+00
2.676000e+00 1.056000e-03 -2.117408e+00
2.677000e+00 9.840000e-04 -2.114752e+00
2.678000e+00 9.600000e-05 -2.112032e+00
2.679000e+00 5.280000e-04 -2.110720e+00
2.680000e+00 5.840000e-04 -2.109728e+00
2.681000e+00 2.400000e-04 -2.105600e+00
2.682000e+00 4.480000e-04 -2.104672e+00
2.683000e+00 1.360000e-04 -2.098080e+00
2.684000e+00 1.056000e-03 -2.099808e+00
2.685000e+00 1.360000e-03 -2.098944e+00
2.686000e+00 6.880000e-04 -2.095008e+00
2.687000e+00 6.000000e-04 -2.095264e+00
2.688000e+00 3.600000e-04 -2.095616e+00
2.689000e+00 8.480000e-04 -2.095648e+00
2.690000e+00 6.720000e-04 -2.095584e+00
2.691000e+00 8.880000e-04 -2.096448e+00
2.692000e+00 1.080000e-03 -2.097344e+00
2.693000e+00 4.160000e-04 -2.094624e+00
2.694000e+00 8.000000e-05 -2.091904e+00
2.695000e+00 1.040000e-04 -2.089056e+00
2.696000e+00 5.200000e-04 -2.088224e+00
2.697000e+00 2.640000e-04 -2.087552e+00
2.698000e+00 5.280000e-04 -2.085120e+00
2.699000e+00 1.680000e-04 -2.086112e+00
2.700000e+00 3.280000e-04 -2.084000e+00
2.701000e+00 7.200000e-05 -2.083808e+00
2.702000e+00 3.760000e-04 -2.080992e+00
2.703000e+00 7.040000e-04 -2.079392e+00
2.704000e+00 1.528000e-03 -2.078944e+00
2.705000e+00 1.328000e-03 -2.076480e+00
2.706000e+00 9.440000e-04 -2.070016e+00
2.707000e+00 1.536000e-03 -2.070976e+00
2.708000e+00 1.064000e-03 -2.071232e+00
2.709000e+00 8.000000e-05 -2.066816e+00
2.710000e+00 7.920000e-04 -2.070592e+00
2.711000e+00 6.000000e-04 -2.067328e+00
2.712000e+00 8.960000e-04 -2.069728e+00
2.713000e+00 2.720000e-04 -2.067232e+00
2.714000e+00 4.640000e-04 -2.065760e+00
2.715000e+00 5.920000e-04 -2.065632e+00
2.716000e+00 1.064000e-03 -2.062016e+00
2.717000e+00 2.160000e-04 -2.056928e+00
2.718000e+00 8.560000e-04 -2.057696e+00
2.719000e+00 3.920000e-04 -2.059328e+00
2.720000e+00 4.640000e-04 -2.056992e+00
2.721000e+00 8.080000e-04 -2.060032e+00
2.722000e+00 1.416000e-03 -2.058240e+00
2.723000e+00 1.544000e-03 -2.055680e+00
2.724000e+00 1.208000e-03 -2.054528e+00
2.725000e+00 1.424000e-03 -2.053888e+00
2.726000e+00 1.184000e-03 -2.049632e+00
2.727000e+00 7.120000e-04 -2.047104e+00
2.728000e+00 3.840000e-04 -2.046784e+00
2.729000e+00 1.440000e-04 -2.044768e+00
2.730000e+00 3.840000e-04 -2.040128e+00
2.731000e+00 5.440000e-04 -2.038592e+00
2.732000e+00 3.280000e-04 -2.036160e+00
2.733000e+00 6.480000e-04 -2.036064e+00
2.734000e+00 1.304000e-03 -2.034080e+00
2.735000e+00 9.440000e-04 -2.031968e+00
2.736000e+00 1.088000e-03 -2.030208e+00
2.737000e+00 1.664000e-03 -2.029312e+00
2.738000e+00 1.256000e-03 -2.024768e+00
2.739000e+00 2.080000e-04 -2.025504e+00
2.740000e+00 3.120000e-04 -2.025376e+00
2.741000e+00 6.160000e-04 -2.022688e+00
2.742000e+00 4.000000e-05 -2.020832e+00
2.743000e+00 1.032000e-03 -2.018496e+00
2.744000e+00 6.640000e-04 -2.013728e+00
2.745000e+00 3.040000e-04 -2.016864e+00
2.746000e+00 5.600000e-04 -2.014880e+00
2.747000e+00 1.128000e-03 -2.015840e+00
2.748000e+00 2.400000e-04 -2.013984e+00
2.749000e+00 2.400000e-04 -2.012800e+00
2.750000e+00 8.800000e-05 -2.007840e+00
2.751000e+00 1.872000e-03 -2.007552e+00
2.752000e+00 8.480000e-04 -2.006144e+00
2.753000e+00 6.160000e-04 -2.003104e+00
2.754000e+00 1.360000e-04 -1.999968e+00
2.755000e+00 8.000000e-06 -1.998176e+00
2.756000e+00 7.280000e-04 -1.996928e+00
2.757000e+00 9.440000e-04 -1.995040e+00
2.758000e+00 1.480000e-03 -1.993920e+00
2.759000e+00 1.728000e-03 -1.993408e+00
2.760000e+00 1.568000e-03 -1.988480e+00
2.761000e+00 9.680000e-04 -1.982720e+00
2.762000e+00 8.160000e-04 -1.983200e+00
2.763000e+00 2.080000e-04 -1.980992e+00
2.764000e+00 2.000000e-04 -1.977248e+00
2.765000e+00 3.360000e-04 -1.981152e+00
2.766000e+00 3.040000e-04 -1.983744e+00
2.767000e+00 2.000000e-04 -1.984704e+00
2.768000e+00 3.360000e-04 -1.985248e+00
2.769000e+00 3.520000e-04 -1.987200e+00
2.770000e+00 8.000000e-06 -1.983104e+00
2.771000e+00 4.640000e-04 -1.982560e+00
2.772000e+00 1.280000e-04 -1.979424e+00
2.773000e+00 7.600000e-04 -1.975040e+00
2.774000e+00 9.280000e-04 -1.974240e+00
2.775000e+00 2.632000e-03 -1.973184e+00
2.776000e+00 1.800000e-03 -1.973792e+00
2.777000e+00 1.112000e-03 -1.973344e+00
2.778000e+00 7.440000e-04 -1.970848e+00
2.779000e+00 2.000000e-04 -1.968576e+00
2.780000e+00 6.880000e-04 -1.969728e+00
2.781000e+00 2.240000e-04 -1.968672e+00
2.782000e+00 2.000000e-04 -1.965888e+00
2.783000e+00 1.000000e-03 -1.964864e+00
2.784000e+00 8.240000e-04 -1.963200e+00
2.785000e+00 4.800000e-04 -1.962144e+00
2.786000e+00 4.800000e-05 -1.959136e+00
2.787000e+00 7.200000e-04 -1.959040e+00
2.788000e+00 5.040000e-04 -1.958848e+00
2.789000e+00 6.720000e-04 -1.957664e+00
2.790000e+00 1.680000e-04 -1.954944e+00
2.791000e+00 4.160000e-04 -1.951488e+00
2.792000e+00 1.144000e-03 -1.946848e+00
2.793000e+00 1.408000e-03 -1.946592e+00
2.794000e+00 2.136000e-03 -1.945152e+00
2.795000e+00 1.120000e-03 -1.943616e+00
2.796000e+00 1.176000e-03 -1.946144e+00
2.797000e+00 8.720000e-04 -1.943520e+00
2.798000e+00 1.128000e-03 -1.938656e+00
2.799000e+00 1.352000e-03 -1.938304e+00
2.800000e+00 1.296000e-03 -1.939584e+00
2.801000e+00 4.320000e-04 -1.939488e+00
2.802000e+00 8.480000e-04 -1.936800e+00
2.803000e+00 7.120000e-04 -1.938976e+00
2.804000e+00 2.560000e-04 -1.936736e+00
2.805000e+00 3.040000e-04 -1.932928e+00
2.806000e+00 4.800000e-04 -1.928448e+00
2.807000e+00 2.400000e-04 -1.925344e+00
2.808000e+00 1.920000e-04 -1.922944e+00
2.809000e+00 1.000000e-03 -1.921120e+00
2.810000e+00 1.600000e-05 -1.921056e+00
2.811000e+00 3.360000e-04 -1.917792e+00
2.812000e+00 9.120000e-04 -1.915584e+00
2.813000e+00 1.120000e-04 -1.913280e+00
2.814000e+00 2.240000e-04 -1.913856e+00
2.815000e+00 3.600000e-04 -1.916320e+00
2.816000e+00 1.520000e-04 -1.916320e+00
2.817000e+00 4.720000e-04 -1.916128e+00
2.818000e+00 9.600000e-05 -1.912672e+00
2.819000e+00 5.360000e-04 -1.912224e+00
2.820000e+00 1.520000e-04 -1.916096e+00
2.821000e+00 3.200000e-04 -1.916704e+00
2.822000e+00 1.280000e-04 -1.911488e+00
2.823000e+00 3.440000e-04 -1.912928e+00
2.824000e+00 6.080000e-04 -1.911040e+00
2.825000e+00 4.560000e-04 -1.906880e+00
2.826000e+00 3.120000e-04 -1.904224e+00
2.827000e+00 9.680000e-04 -1.906080e+00
2.828000e+00 1.584000e-03 -1.904672e+00
2.829000e+00 2.136000e-03 -1.901536e+00
2.830000e+00 2.360000e-03 -1.902080e+00
2.831000e+00 2.720000e-03 -1.901440e+00
2.832000e+00 1.456000e-03 -1.899936e+00
2.833000e+00 1.456000e-03 -1.897536e+00
2.834000e+00 1.192000e-03 -1.893696e+00
2.835000e+00 8.080000e-04 -1.892032e+00
2.836000e+00 2.072000e-03 -1.892960e+00
2.837000e+00 1.376000e-03 -1.891360e+00
2.838000e+00 1.632000e-03 -1.890656e+00
2.839000e+00 1.840000e-03 -1.885472e+00
2.840000e+00 1.048000e-03 -1.884416e+00
2.841000e+00 1.152000e-03 -1.880320e+00
2.842000e+00 1.472000e-03 -1.878016e+00
2.843000e+00 1.912000e-03 -1.876928e+00
2.844000e+00 1.848000e-03 -1.875520e+00
2.845000e+00 2.336000e-03 -1.871360e+00
2.846000e+00 2.288000e-03 -1.872000e+00
2.847000e+00 2.616000e-03 -1.869184e+00
2.848000e+00 2.160000e-03 -1.869472e+00
2.849000e+00 1.360000e-03 -1.871232e+00
2.850000e+00 1.048000e-03 -1.867360e+00
2.851000e+00 1.096000e-03 -1.868800e+00
2.852000e+00 1.160000e-03 -1.867328e+00
2.853000e+00 1.408000e-03 -1.862208e+00
2.854000e+00 4.800000e-04 -1.860960e+00
2.855000e+00 2.640000e-04 -1.862368e+00
2.856000e+00 3.920000e-04 -1.861696e+00
2.857000e+00 5.360000e-04 -1.858720e+00
2.858000e+00 1.248000e-03 -1.857856e+00
2.859000e+00 5.360000e-04 -1.860064e+00
2.860000e+00 6.880000e-04 -1.858336e+00
2.861000e+00 4.160000e-04 -1.857856e+00
2.862000e+00 8.000000e-04 -1.859616e+00
2.863000e+00 8.080000e-04 -1.857696e+00
2.864000e+00 1.680000e-04 -1.858752e+00
2.865000e+00 1.360000e-04 -1.861504e+00
2.866000e+00 7.760000e-04 -1.856640e+00
2.867000e+00 6.000000e-04 -1.853344e+00
2.868000e+00 4.560000e-04 -1.853344e+00
2.869000e+00 2.560000e-04 -1.853440e+00
2.870000e+00 3.440000e-04 -1.849024e+00
2.871000e+00 6.320000e-04 -1.849120e+00
2.872000e+00 5.520000e-04 -1.846880e+00
2.873000e+00 8.800000e-05 -1.843712e+00
2.874000e+00 2.560000e-04 -1.840800e+00
2.875000e+00 8.880000e-04 -1.841952e+00
2.876000e+00 4.480000e-04 -1.842240e+00
2.877000e+00 3.760000e-04 -1.838272e+00
2.878000e+00 1.440000e-04 -1.836384e+00
2.879000e+00 8.000000e-06 -1.834944e+00
2.880000e+00 5.200000e-04 -1.831808e+00
2.881000e+00 5.760000e-04 -1.831168e+00
2.882000e+00 4.880000e-04 -1.832288e+00
2.883000e+00 8.160000e-04 -1.831296e+00
2.884000e+00 1.032000e-03 -1.833536e+00
2.885000e+00 8.320000e-04 -1.830592e+00
2.886000e+00 1.520000e-03 -1.829760e+00
2.887000e+00 1.304000e-03 -1.826656e+00
2.888000e+00 1.368000e-03 -1.823520e+00
2.889000e+00 4.960000e-04 -1.821632e+00
2.890000e+00 1.368000e-03 -1.818400e+00
2.891000e+00 2.104000e-03 -1.819424e+00
2.892000e+00 1.856000e-03 -1.820160e+00
2.893000e+00 1.064000e-03 -1.819200e+00
2.894000e+00 7.520000e-04 -1.817056e+00
2.895000e+00 1.024000e-03 -1.816736e+00
2.896000e+00 1.144000e-03 -1.812800e+00
2.897000e+00 7.840000e-04 -1.810240e+00
2.898000e+00 2.320000e-04 -1.808512e+00
2.899000e+00 5.120000e-04 -1.807104e+00
2.900000e+00 9.280000e-04 -1.806464e+00
2.901000e+00 9.680000e-04 -1.802656e+00
2.902000e+00 9.600000e-04 -1.802656e+00
2.903000e+00 6.000000e-04 -1.801600e+00
2.904000e+00 8.000000e-05 -1.799424e+00
2.905000e+00 7.200000e-05 -1.802624e+00
2.906000e+00 9.280000e-04 -1.801600e+00
2.907000e+00 9.920000e-04 -1.796128e+00
2.908000e+00 1.400000e-03 -1.797344e+00
2.909000e+00 1.064000e-03 -1.795968e+00
2.910000e+00 1.360000e-03 -1.794208e+00
2.911000e+00 1.496000e-03 -1.795936e+00
2.912000e+00 4.400000e-04 -1.795136e+00
2.913000e+00 1.056000e-03 -1.793376e+00
2.914000e+00 9.040000e-04 -1.794304e+00
2.915000e+00 0.000000e+00 -1.795648e+00
2.916000e+00 8.080000e-04 -1.794688e+00
2.917000e+00 1.512000e-03 -1.789792e+00
2.918000e+00 1.056000e-03 -1.786784e+00
2.919000e+00 6.320000e-04 -1.786400e+00
2.920000e+00 1.256000e-03 -1.780128e+00
2.921000e+00 2.008000e-03 -1.777952e+00
2.922000e+00 1.392000e-03 -1.774080e+00
2.923000e+00 1.520000e-04 -1.774016e+00
2.924000e+00 3.600000e-04 -1.770880e+00
2.925000e+00 4.240000e-04 -1.770176e+00
2.926000e+00 9.280000e-04 -1.766848e+00
2.927000e+00 9.840000e-04 -1.767968e+00
2.928000e+00 1.856000e-03 -1.771872e+00
2.929000e+00 1.328000e-03 -1.774688e+00
2.930000e+00 1.264000e-03 -1.775392e+00
2.931000e+00 1.312000e-03 -1.774688e+00
2.932000e+00 1.560000e-03 -1.771680e+00
2.933000e+00 1.208000e-03 -1.769600e+00
2.934000e+00 4.400000e-04 -1.766336e+00
2.935000e+00 5.040000e-04 -1.766048e+00
2.936000e+00 2.560000e-04 -1.767264e+00
2.937000e+00 1.120000e-04 -1.766080e+00
2.938000e+00 3.360000e-04 -1.762080e+00
2.939000e+00 1.008000e-03 -1.759936e+00
2.940000e+00 1.520000e-04 -1.756416e+00
2.941000e+00 2.000000e-04 -1.753120e+00
2.942000e+00 1.040000e-04 -1.752576e+00
2.943000e+00 8.880000e-04 -1.754080e+00
2.944000e+00 1.240000e-03 -1.754272e+00
2.945000e+00 6.720000e-04 -1.753536e+00
2.946000e+00 1.216000e-03 -1.749312e+00
2.947000e+00 1.344000e-03 -1.750400e+00
2.948000e+00 2.160000e-04 -1.749440e+00
2.949000e+00 9.600000e-05 -1.746464e+00
2.950000e+00 2.000000e-04 -1.744224e+00
2.951000e+00 1.072000e-03 -1.742176e+00
2.952000e+00 7.680000e-04 -1.744352e+00
2.953000e+00 1.600000e-04 -1.741600e+00
2.954000e+00 1.120000e-03 -1.740512e+00
2.955000e+00 1.560000e-03 -1.742400e+00
2.956000e+00 1.152000e-03 -1.737184e+00
2.957000e+00 9.360000e-04 -1.737600e+00
2.958000e+00 1.608000e-03 -1.734944e+00
2.959000e+00 1.056000e-03 -1.733472e+00
2.960000e+00 9.120000e-04 -1.733696e+00
2.961000e+00 1.072000e-03 -1.732576e+00
2.962000e+00 1.560000e-03 -1.733568e+00
2.963000e+00 1.960000e-03 -1.732640e+00
2.964000e+00 7.440000e-04 -1.732160e+00
2.965000e+00 9.040000e-04 -1.730752e+00
2.966000e+00 1.112000e-03 -1.726304e+00
2.967000e+00 2.880000e-04 -1.723904e+00
2.968000e+00 1.280000e-04 -1.722208e+00
2.969000e+00 7.440000e-04 -1.719168e+00
2.970000e+00 9.680000e-04 -1.718144e+00
2.971000e+00 8.400000e-04 -1.719104e+00
2.972000e+00 5.040000e-04 -1.722880e+00
2.973000e+00 1.560000e-03 -1.723168e+00
2.974000e+00 2.232000e-03 -1.722400e+00
2.975000e+00 2.160000e-03 -1.721024e+00
2.976000e+00 1.944000e-03 -1.723392e+00
2.977000e+00 1.104000e-03 -1.722880e+00
2.978000e+00 1.000000e-03 -1.719072e+00
2.979000e+00 1.600000e-04 -1.716320e+00
2.980000e+00 5.680000e-04 -1.714720e+00
2.981000e+00 9.600000e-05 -1.711424e+00
2.982000e+00 2.400000e-05 -1.714144e+00
2.983000e+00 6.640000e-04 -1.710144e+00
2.984000e+00 5.120000e-04 -1.708608e+00
2.985000e+00 3.920000e-04 -1.705056e+00
2.986000e+00 6.800000e-04 -1.702816e+00
2.987000e+00 5.280000e-04 -1.703008e+00
2.988000e+00 3.200000e-04 -1.701312e+00
2.989000e+00 8.480000e-04 -1.701696e+00
2.990000e+00 1.264000e-03 -1.699840e+00
2.991000e+00 7.600000e-04 -1.702112e+00
2.992000e+00 1.384000e-03 -1.700704e+00
2.993000e+00 1.408000e-03 -1.700032e+00
2.994000e+00 2.000000e-04 -1.699936e+00
2.995000e+00 6.400000e-05 -1.697600e+00
2.996000e+00 6.400000e-04 -1.695872e+00
2.997000e+00 1.280000e-04 -1.695872e+00
2.998000e+00 1.856000e-03 -1.693280e+00
2.999000e+00 1.912000e-03 -1.692000e+00
3.000000e+00 9.520000e-04 -1.687936e+00
3.001000e+00 1.160000e-03 -1.688576e+00
3.002000e+00 1.048000e-03 -1.688096e+00
3.003000e+00 6.640000e-04 -1.686464e+00
3.004000e+00 7.680000e-04 -1.683040e+00
3.005000e+00 4.560000e-04 -1.681888e+00
3.006000e+00 1.760000e-04 -1.680320e+00
3.007000e+00 2.400000e-04 -1.677952e+00
3.008000e+00 5.600000e-05 -1.675136e+00
3.009000e+00 8.480000e-04 -1.676416e+00
3.010000e+00 1.936000e-03 -1.674624e+00
3.011000e+00 2.432000e-03 -1.674624e+00
3.012000e+00 2.008000e-03 -1.675520e+00
3.013000e+00 1.400000e-03 -1.673120e+00
3.014000e+00 1.776000e-03 -1.675168e+00
3.015000e+00 2.008000e-03 -1.671264e+00
3.016000e+00 1.480000e-03 -1.672992e+00
3.017000e+00 8.080000e-04 -1.672352e+00
3.018000e+00 8.320000e-04 -1.672928e+00
3.019000e+00 7.440000e-04 -1.672192e+00
3.020000e+00 1.056000e-03 -1.672256e+00
3.021000e+00 7.440000e-04 -1.672896e+00
3.022000e+00 6.720000e-04 -1.672320e+00
3.023000e+00 6.560000e-04 -1.666560e+00
3.024000e+00 2.080000e-04 -1.664064e+00
3.025000e+00 3.520000e-04 -1.661568e+00
3.026000e+00 4.240000e-04 -1.659584e+00
3.027000e+00 1.408000e-03 -1.657472e+00
3.028000e+00 6.400000e-04 -1.654784e+00
3.029000e+00 3.760000e-04 -1.654912e+00
3.030000e+00 1.208000e-03 -1.651552e+00
3.031000e+00 9.760000e-04 -1.654112e+00
3.032000e+00 7.680000e-04 -1.655872e+00
3.033000e+00 1.056000e-03 -1.653600e+00
3.034000e+00 9.360000e-04 -1.656512e+00
3.035000e+00 8.640000e-04 -1.655968e+00
3.036000e+00 3.200000e-05 -1.653504e+00
3.037000e+00 6.160000e-04 -1.651744e+00
3.038000e+00 4.800000e-05 -1.649568e+00
3.039000e+00 5.440000e-04 -1.651264e+00
3.040000e+00 8.080000e-04 -1.651936e+00
3.041000e+00 2.480000e-04 -1.650304e+00
3.042000e+00 1.760000e-04 -1.651488e+00
3.043000e+00 6.320000e-04 -1.648352e+00
3.044000e+00 1.920000e-04 -1.649088e+00
3.045000e+00 0.000000e+00 -1.644480e+00
3.046000e+00 4.560000e-04 -1.642880e+00
3.047000e+00 9.680000e-04 -1.642592e+00
3.048000e+00 1.304000e-03 -1.639776e+00
3.049000e+00 1.224000e-03 -1.639968e+00
3.050000e+00 1.056000e-03 -1.639328e+00
3.051000e+00 1.336000e-03 -1.637088e+00
3.052000e+00 1.112000e-03 -1.634752e+00
3.053000e+00 5.520000e-04 -1.634976e+00
3.054000e+00 9.200000e-04 -1.631712e+00
3.055000e+00 1.000000e-03 -1.627776e+00
3.056000e+00 9.280000e-04 -1.628608e+00
3.057000e+00 1.640000e-03 -1.627488e+00
3.058000e+00 2.440000e-03 -1.625376e+00
3.059000e+00 2.576000e-03 -1.623712e+00
3.060000e+00 1.768000e-03 -1.623360e+00
3.061000e+00 1.832000e-03 -1.626176e+00
3.062000e+00 2.096000e-03 -1.624064e+00
3.063000e+00 1.392000e-03 -1.625408e+00
3.064000e+00 1.584000e-03 -1.623040e+00
3.065000e+00 1.736000e-03 -1.620064e+00
3.066000e+00 4.400000e-04 -1.623072e+00
3.067000e+00 1.088000e-03 -1.622336e+00
3.068000e+00 1.560000e-03 -1.623104e+00
3.069000e+00 1.312000e-03 -1.624064e+00
3.070000e+00 1.888000e-03 -1.623328e+00
3.071000e+00 2.544000e-03 -1.620800e+00
3.072000e+00 1.696000e-03 -1.622336e+00
3.073000e+00 1.080000e-03 -1.620288e+00
3.074000e+00 1.072000e-03 -1.620704e+00
3.075000e+00 1.112000e-03 -1.620512e+00
3.076000e+00 6.480000e-04 -1.620000e+00
3.077000e+00 8.720000e-04 -1.620032e+00
3.078000e+00 8.000000e-04 -1.619136e+00
3.079000e+00 2.240000e-04 -1.619520e+00
3.080000e+00 1.760000e-04 -1.616448e+00
3.081000e+00 1.560000e-03 -1.613504e+00
3.082000e+00 1.048000e-03 -1.611488e+00
3.083000e+00 1.024000e-03 -1.611808e+00
3.084000e+00 6.560000e-04 -1.608320e+00
3.085000e+00 6.400000e-05 -1.609088e+00
3.086000e+00 9.280000e-04 -1.607680e+00
3.087000e+00 6.080000e-04 -1.609216e+00
3.088000e+00 8.800000e-05 -1.606112e+00
3.089000e+00 8.560000e-04 -1.604704e+00
3.090000e+00 7.440000e-04 -1.600384e+00
3.091000e+00 4.160000e-04 -1.597312e+00
3.092000e+00 5.200000e-04 -1.592448e+00
3.093000e+00 7.200000e-05 -1.585280e+00
3.094000e+00 5.520000e-04 -1.584224e+00
3.095000e+00 6.160000e-04 -1.584768e+00
3.096000e+00 1.264000e-03 -1.583904e+00
3.097000e+00 2.080000e-04 -1.584768e+00
3.098000e+00 6.400000e-04 -1.579712e+00
3.099000e+00 1.920000e-04 -1.580224e+00
3.100000e+00 3.920000e-04 -1.583296e+00
3.101000e+00 1.752000e-03 -1.583136e+00
3.102000e+00 5.520000e-04 -1.582656e+00
3.103000e+00 9.360000e-04 -1.583456e+00
3.104000e+00 4.000000e-04 -1.580480e+00
3.105000e+00 8.960000e-04 -1.582464e+00
3.106000e+00 1.128000e-03 -1.582848e+00
3.107000e+00 1.440000e-04 -1.584192e+00
3.108000e+00 8.000000e-04 -1.582048e+00
3.109000e+00 1.312000e-03 -1.578912e+00
3.110000e+00 5.920000e-04 -1.579936e+00
3.111000e+00 4.440892e-22 -1.579712e+00
3.112000e+00 5.760000e-04 -1.577600e+00
3.113000e+00 1.032000e-03 -1.578528e+00
3.114000e+00 4.000000e-04 -1.576544e+00
3.115000e+00 2.640000e-04 -1.575168e+00
3.116000e+00 2.400000e-05 -1.574208e+00
3.117000e+00 9.680000e-04 -1.573568e+00
3.118000e+00 8.400000e-04 -1.571520e+00
3.119000e+00 5.200000e-04 -1.568768e+00
3.120000e+00 1.152000e-03 -1.569568e+00
3.121000e+00 1.088000e-03 -1.568384e+00
3.122000e+00 1.456000e-03 -1.567136e+00
3.123000e+00 9.840000e-04 -1.564256e+00
3.124000e+00 1.584000e-03 -1.564736e+00
3.125000e+00 1.400000e-03 -1.562112e+00
3.126000e+00 1.976000e-03 -1.562592e+00
3.127000e+00 2.064000e-03 -1.561408e+00
3.128000e+00 1.944000e-03 -1.564192e+00
3.129000e+00 7.440000e-04 -1.562528e+00
3.130000e+00 8.000000e-04 -1.559200e+00
3.131000e+00 1.200000e-03 -1.557792e+00
3.132000e+00 1.576000e-03 -1.564032e+00
3.133000e+00 6.000000e-04 -1.563168e+00
3.134000e+00 1.736000e-03 -1.563936e+00
3.135000e+00 7.360000e-04 -1.563008e+00
3.136000e+00 1.224000e-03 -1.559168e+00
3.137000e+00 4.000000e-04 -1.556864e+00
3.138000e+00 2.480000e-04 -1.554336e+00
3.139000e+00 4.800000e-05 -1.556992e+00
3.140000e+00 1.920000e-04 -1.557344e+00
3.141000e+00 4.720000e-04 -1.555968e+00
3.142000e+00 4.720000e-04 -1.554368e+00
3.143000e+00 5.760000e-04 -1.556256e+00
3.144000e+00 1.600000e-05 -1.556960e+00
3.145000e+00 1.040000e-04 -1.558688e+00
3.146000e+00 6.320000e-04 -1.558080e+00
3.147000e+00 9.600000e-04 -1.555008e+00
3.148000e+00 8.480000e-04 -1.558240e+00
3.149000e+00 5.600000e-04 -1.557952e+00
3.150000e+00 1.456000e-03 -1.559264e+00
3.151000e+00 2.248000e-03 -1.556160e+00
3.152000e+00 2.248000e-03 -1.554720e+00
3.153000e+00 2.360000e-03 -1.554688e+00
3.154000e+00 1.144000e-03 -1.554528e+00
3.155000e+00 8.800000e-04 -1.557760e+00
3.156000e+00 4.000000e-04 -1.558272e+00
3.157000e+00 3.520000e-04 -1.553280e+00
3.158000e+00 2.000000e-04 -1.551264e+00
3.159000e+00 5.680000e-04 -1.551936e+00
3.160000e+00 5.600000e-05 -1.548544e+00
3.161000e+00 2.880000e-04 -1.548608e+00
3.162000e+00 1.152000e-03 -1.551232e+00
3.163000e+00 1.608000e-03 -1.547936e+00
3.164000e+00 1.336000e-03 -1.547296e+00
3.165000e+00 1.000000e-03 -1.544448e+00
3.166000e+00 1.240000e-03 -1.543200e+00
3.167000e+00 2.128000e-03 -1.541280e+00
3.168000e+00 7.120000e-04 -1.540864e+00
3.169000e+00 1.560000e-03 -1.541184e+00
3.170000e+00 1.672000e-03 -1.542304e+00
3.171000e+00 1.104000e-03 -1.537024e+00
3.172000e+00 1.840000e-04 -1.536384e+00
3.173000e+00 2.880000e-04 -1.536800e+00
3.174000e+00 7.040000e-04 -1.537408e+00
3.175000e+00 1.648000e-03 -1.537024e+00
3.176000e+00 1.416000e-03 -1.535104e+00
3.177000e+00 1.360000e-03 -1.532128e+00
3.178000e+00 1.320000e-03 -1.531648e+00
3.179000e+00 1.216000e-03 -1.529696e+00
3.180000e+00 1.568000e-03 -1.532608e+00
3.181000e+00 8.160000e-04 -1.527776e+00
3.182000e+00 1.096000e-03 -1.528608e+00
3.183000e+00 5.840000e-04 -1.528352e+00
3.184000e+00 1.248000e-03 -1.527136e+00
3.185000e+00 3.600000e-04 -1.527712e+00
